,path,label
7330,train\surprise\Training_81820980.jpg,6
6437,train\sad\Training_94603318.jpg,5
6724,train\surprise\Training_64261543.jpg,6
4472,train\neutral\Training_81934065.jpg,4
3448,train\happy\Training_89107622.jpg,3
4196,train\happy\Training_99709257.jpg,3
1999,train\fear\Training_89579037.jpg,2
1685,train\fear\Training_81948737.jpg,2
4663,train\neutral\Training_85552341.jpg,4
5201,train\neutral\Training_96375215.jpg,4
65,train\angry\Training_81797278.jpg,0
996,train\disgust\Training_26571048.jpg,1
1450,train\fear\Training_76417773.jpg,2
3453,train\happy\Training_89184566.jpg,3
5848,train\sad\Training_81576294.jpg,5
7651,train\surprise\Training_92532325.jpg,6
5903,train\sad\Training_82887422.jpg,5
103,train\angry\Training_82787674.jpg,0
938,train\disgust\Training_12525818.jpg,1
3896,train\happy\Training_95479916.jpg,3
6559,train\sad\Training_97216681.jpg,5
4919,train\neutral\Training_90896609.jpg,4
362,train\angry\Training_89661642.jpg,0
5621,train\sad\Training_77313526.jpg,5
6127,train\sad\Training_87751793.jpg,5
4299,train\neutral\Training_78375365.jpg,4
2482,train\happy\Training_76183098.jpg,3
345,train\angry\Training_89270955.jpg,0
2080,train\fear\Training_91588777.jpg,2
470,train\angry\Training_92400268.jpg,0
3477,train\happy\Training_89494987.jpg,3
386,train\angry\Training_90168004.jpg,0
3571,train\happy\Training_90923923.jpg,3
1769,train\fear\Training_84040990.jpg,2
4021,train\happy\Training_97105469.jpg,3
3168,train\happy\Training_85719562.jpg,3
7140,train\surprise\Training_76106728.jpg,6
6194,train\sad\Training_89127000.jpg,5
1538,train\fear\Training_78157033.jpg,2
4830,train\neutral\Training_88872556.jpg,4
2483,train\happy\Training_76185431.jpg,3
7852,train\surprise\Training_98971238.jpg,6
416,train\angry\Training_90865450.jpg,0
5320,train\neutral\Training_98674285.jpg,4
1667,train\fear\Training_81484770.jpg,2
6294,train\sad\Training_91369145.jpg,5
5486,train\sad\Training_74299759.jpg,5
7856,train\surprise\Training_99106305.jpg,6
5936,train\sad\Training_83703257.jpg,5
6525,train\sad\Training_96337090.jpg,5
7325,train\surprise\Training_81733492.jpg,6
5175,train\neutral\Training_95659938.jpg,4
4855,train\neutral\Training_89433834.jpg,4
1301,train\disgust\Training_8819454.jpg,1
3798,train\happy\Training_93953123.jpg,3
55,train\angry\Training_81635822.jpg,0
2031,train\fear\Training_90431564.jpg,2
4261,train\neutral\Training_77709596.jpg,4
5050,train\neutral\Training_93340149.jpg,4
2315,train\fear\Training_96805207.jpg,2
5582,train\sad\Training_76247539.jpg,5
4311,train\neutral\Training_78570492.jpg,4
421,train\angry\Training_91019189.jpg,0
4104,train\happy\Training_98341323.jpg,3
2765,train\happy\Training_79865172.jpg,3
3210,train\happy\Training_86185342.jpg,3
4587,train\neutral\Training_84291358.jpg,4
2180,train\fear\Training_93838431.jpg,2
6541,train\sad\Training_96714908.jpg,5
6038,train\sad\Training_85767632.jpg,5
2344,train\fear\Training_97835192.jpg,2
6607,train\sad\Training_98091755.jpg,5
2908,train\happy\Training_81940101.jpg,3
6996,train\surprise\Training_71436627.jpg,6
2556,train\happy\Training_77132618.jpg,3
7425,train\surprise\Training_85349683.jpg,6
4595,train\neutral\Training_84477098.jpg,4
2930,train\happy\Training_82240410.jpg,3
5104,train\neutral\Training_94314499.jpg,4
4941,train\neutral\Training_91381350.jpg,4
6962,train\surprise\Training_70709344.jpg,6
1034,train\disgust\Training_33869302.jpg,1
1073,train\disgust\Training_43545246.jpg,1
6834,train\surprise\Training_67520427.jpg,6
3202,train\happy\Training_86085514.jpg,3
7384,train\surprise\Training_84088747.jpg,6
1183,train\disgust\Training_64347942.jpg,1
1985,train\fear\Training_89223896.jpg,2
1348,train\disgust\Training_98010375.jpg,1
7322,train\surprise\Training_81575538.jpg,6
2982,train\happy\Training_83085917.jpg,3
3454,train\happy\Training_89200743.jpg,3
979,train\disgust\Training_22751863.jpg,1
4404,train\neutral\Training_80459790.jpg,4
5989,train\sad\Training_84896042.jpg,5
4076,train\happy\Training_97910203.jpg,3
7583,train\surprise\Training_90544840.jpg,6
3323,train\happy\Training_87643239.jpg,3
4746,train\neutral\Training_87131839.jpg,4
4542,train\neutral\Training_83294694.jpg,4
6,train\angry\Training_80816284.jpg,0
2834,train\happy\Training_80730820.jpg,3
1417,train\fear\Training_75516727.jpg,2
3883,train\happy\Training_95254874.jpg,3
6748,train\surprise\Training_65062356.jpg,6
4467,train\neutral\Training_81807299.jpg,4
929,train\disgust\Training_11652168.jpg,1
5283,train\neutral\Training_97880710.jpg,4
6120,train\sad\Training_87562349.jpg,5
3027,train\happy\Training_83641012.jpg,3
7431,train\surprise\Training_85481816.jpg,6
5993,train\sad\Training_84982642.jpg,5
5577,train\sad\Training_76078228.jpg,5
7287,train\surprise\Training_80303562.jpg,6
4994,train\neutral\Training_92222652.jpg,4
5890,train\sad\Training_82620587.jpg,5
249,train\angry\Training_86560742.jpg,0
147,train\angry\Training_84055562.jpg,0
5757,train\sad\Training_79931718.jpg,5
7725,train\surprise\Training_95232145.jpg,6
3715,train\happy\Training_92857559.jpg,3
1154,train\disgust\Training_60245347.jpg,1
3298,train\happy\Training_87193595.jpg,3
1220,train\disgust\Training_73980945.jpg,1
4451,train\neutral\Training_81534147.jpg,4
7373,train\surprise\Training_83574493.jpg,6
2375,train\fear\Training_98600346.jpg,2
977,train\disgust\Training_21653452.jpg,1
7452,train\surprise\Training_86670777.jpg,6
5598,train\sad\Training_76693132.jpg,5
2059,train\fear\Training_91012221.jpg,2
5129,train\neutral\Training_94677574.jpg,4
4976,train\neutral\Training_91998342.jpg,4
3254,train\happy\Training_86678974.jpg,3
3745,train\happy\Training_93246713.jpg,3
2137,train\fear\Training_92825199.jpg,2
4586,train\neutral\Training_84269698.jpg,4
2331,train\fear\Training_97426548.jpg,2
5451,train\sad\Training_73619612.jpg,5
5754,train\sad\Training_79843120.jpg,5
1943,train\fear\Training_88135811.jpg,2
2035,train\fear\Training_90553507.jpg,2
6710,train\surprise\Training_63822076.jpg,6
3228,train\happy\Training_86350744.jpg,3
31,train\angry\Training_81250985.jpg,0
7345,train\surprise\Training_82466699.jpg,6
1389,train\fear\Training_74760125.jpg,2
6459,train\sad\Training_94988416.jpg,5
2107,train\fear\Training_92314057.jpg,2
428,train\angry\Training_91228393.jpg,0
6145,train\sad\Training_88072124.jpg,5
2714,train\happy\Training_79192940.jpg,3
4113,train\happy\Training_98498717.jpg,3
1095,train\disgust\Training_48988640.jpg,1
528,train\angry\Training_93888957.jpg,0
5195,train\neutral\Training_96163603.jpg,4
1655,train\fear\Training_81188623.jpg,2
3996,train\happy\Training_96693766.jpg,3
6732,train\surprise\Training_64479673.jpg,6
5972,train\sad\Training_84549121.jpg,5
5043,train\neutral\Training_93148238.jpg,4
3573,train\happy\Training_90942145.jpg,3
7014,train\surprise\Training_72171412.jpg,6
511,train\angry\Training_93430422.jpg,0
1112,train\disgust\Training_52627293.jpg,1
489,train\angry\Training_92907686.jpg,0
3823,train\happy\Training_94243022.jpg,3
2580,train\happy\Training_77368561.jpg,3
4780,train\neutral\Training_87931893.jpg,4
5232,train\neutral\Training_96997789.jpg,4
7652,train\surprise\Training_92587887.jpg,6
5975,train\sad\Training_84615500.jpg,5
6757,train\surprise\Training_65470150.jpg,6
3266,train\happy\Training_86910388.jpg,3
4364,train\neutral\Training_79583121.jpg,4
4881,train\neutral\Training_90025637.jpg,4
1977,train\fear\Training_89050041.jpg,2
5722,train\sad\Training_79185737.jpg,5
2603,train\happy\Training_77651064.jpg,3
6850,train\surprise\Training_67986198.jpg,6
1671,train\fear\Training_81592183.jpg,2
1598,train\fear\Training_79769097.jpg,2
1405,train\fear\Training_75260133.jpg,2
3183,train\happy\Training_85892773.jpg,3
2796,train\happy\Training_80181320.jpg,3
5430,train\sad\Training_73215932.jpg,5
4729,train\neutral\Training_86836016.jpg,4
2223,train\fear\Training_94722488.jpg,2
3820,train\happy\Training_94206381.jpg,3
2485,train\happy\Training_76186866.jpg,3
5697,train\sad\Training_78744933.jpg,5
770,train\angry\Training_99062607.jpg,0
4913,train\neutral\Training_90747149.jpg,4
4423,train\neutral\Training_80965592.jpg,4
5867,train\sad\Training_82039198.jpg,5
1334,train\disgust\Training_96155311.jpg,1
6765,train\surprise\Training_65623333.jpg,6
7400,train\surprise\Training_84830109.jpg,6
4806,train\neutral\Training_88377969.jpg,4
5980,train\sad\Training_84670714.jpg,5
5210,train\neutral\Training_96596559.jpg,4
2911,train\happy\Training_81965037.jpg,3
5012,train\neutral\Training_92551918.jpg,4
7763,train\surprise\Training_96642531.jpg,6
4442,train\neutral\Training_81477378.jpg,4
314,train\angry\Training_88442165.jpg,0
5966,train\sad\Training_84423720.jpg,5
2886,train\happy\Training_81623872.jpg,3
2300,train\fear\Training_96537023.jpg,2
2745,train\happy\Training_79577843.jpg,3
5035,train\neutral\Training_93010346.jpg,4
5463,train\sad\Training_73846262.jpg,5
1226,train\disgust\Training_74911774.jpg,1
1468,train\fear\Training_76722721.jpg,2
3980,train\happy\Training_96510798.jpg,3
3258,train\happy\Training_86739776.jpg,3
4251,train\neutral\Training_77491144.jpg,4
7769,train\surprise\Training_96734839.jpg,6
5207,train\neutral\Training_96483405.jpg,4
6899,train\surprise\Training_68867125.jpg,6
6478,train\sad\Training_95463299.jpg,5
7500,train\surprise\Training_87940071.jpg,6
3591,train\happy\Training_91249625.jpg,3
2202,train\fear\Training_94178241.jpg,2
3377,train\happy\Training_88250894.jpg,3
4209,train\happy\Training_99966265.jpg,3
2056,train\fear\Training_90972539.jpg,2
3364,train\happy\Training_88063957.jpg,3
7555,train\surprise\Training_89549550.jpg,6
6716,train\surprise\Training_64054894.jpg,6
3666,train\happy\Training_92168450.jpg,3
5240,train\neutral\Training_97091455.jpg,4
3656,train\happy\Training_92125676.jpg,3
2548,train\happy\Training_77005882.jpg,3
6435,train\sad\Training_94586991.jpg,5
2008,train\fear\Training_89777169.jpg,2
2753,train\happy\Training_79704384.jpg,3
3845,train\happy\Training_94632895.jpg,3
5796,train\sad\Training_80876097.jpg,5
2679,train\happy\Training_78770669.jpg,3
6767,train\surprise\Training_65688369.jpg,6
3639,train\happy\Training_91799987.jpg,3
4691,train\neutral\Training_86199569.jpg,4
2910,train\happy\Training_81953002.jpg,3
6340,train\sad\Training_92543724.jpg,5
4763,train\neutral\Training_87566770.jpg,4
88,train\angry\Training_82314175.jpg,0
4920,train\neutral\Training_90935551.jpg,4
6627,train\sad\Training_98546879.jpg,5
6800,train\surprise\Training_66456108.jpg,6
6030,train\sad\Training_85640617.jpg,5
6082,train\sad\Training_86667741.jpg,5
4350,train\neutral\Training_79244404.jpg,4
3215,train\happy\Training_86243115.jpg,3
2136,train\fear\Training_92814157.jpg,2
286,train\angry\Training_87745090.jpg,0
6670,train\sad\Training_99443450.jpg,5
2048,train\fear\Training_90755578.jpg,2
1495,train\fear\Training_77282497.jpg,2
1181,train\disgust\Training_64080976.jpg,1
3399,train\happy\Training_88504784.jpg,3
3222,train\happy\Training_86329947.jpg,3
4353,train\neutral\Training_79273749.jpg,4
4098,train\happy\Training_98261187.jpg,3
3966,train\happy\Training_96376941.jpg,3
2530,train\happy\Training_76797592.jpg,3
189,train\angry\Training_85027639.jpg,0
4157,train\happy\Training_99111610.jpg,3
348,train\angry\Training_89317557.jpg,0
1744,train\fear\Training_83603215.jpg,2
24,train\angry\Training_81089879.jpg,0
4759,train\neutral\Training_87545489.jpg,4
2600,train\happy\Training_77629844.jpg,3
1644,train\fear\Training_80866611.jpg,2
5863,train\sad\Training_81929693.jpg,5
6223,train\sad\Training_89767962.jpg,5
6703,train\surprise\Training_63684516.jpg,6
4150,train\happy\Training_99054877.jpg,3
7090,train\surprise\Training_74714469.jpg,6
2157,train\fear\Training_93276868.jpg,2
1997,train\fear\Training_89549024.jpg,2
7271,train\surprise\Training_79840914.jpg,6
5039,train\neutral\Training_93068651.jpg,4
650,train\angry\Training_96298080.jpg,0
5455,train\sad\Training_73768093.jpg,5
6623,train\sad\Training_98446599.jpg,5
3686,train\happy\Training_92466474.jpg,3
6104,train\sad\Training_87177377.jpg,5
813,train\disgust\PrivateTest_11895083.jpg,1
2798,train\happy\Training_80194119.jpg,3
5641,train\sad\Training_77708150.jpg,5
4288,train\neutral\Training_78186896.jpg,4
587,train\angry\Training_94975276.jpg,0
5477,train\sad\Training_74072045.jpg,5
2106,train\fear\Training_92280160.jpg,2
5130,train\neutral\Training_94701485.jpg,4
5479,train\sad\Training_74093072.jpg,5
1479,train\fear\Training_76956949.jpg,2
6674,train\sad\Training_99604040.jpg,5
3107,train\happy\Training_84717927.jpg,3
1256,train\disgust\Training_7975772.jpg,1
7146,train\surprise\Training_76252560.jpg,6
6739,train\surprise\Training_64735118.jpg,6
1162,train\disgust\Training_61515877.jpg,1
1270,train\disgust\Training_82179195.jpg,1
6026,train\sad\Training_85493918.jpg,5
5514,train\sad\Training_74869127.jpg,5
5822,train\sad\Training_81237423.jpg,5
4614,train\neutral\Training_84798109.jpg,4
6544,train\sad\Training_96787469.jpg,5
3310,train\happy\Training_87372892.jpg,3
4429,train\neutral\Training_81145893.jpg,4
1526,train\fear\Training_77980675.jpg,2
190,train\angry\Training_85037207.jpg,0
6918,train\surprise\Training_69615552.jpg,6
4032,train\happy\Training_97284779.jpg,3
3372,train\happy\Training_88196061.jpg,3
1478,train\fear\Training_76950389.jpg,2
2218,train\fear\Training_94644111.jpg,2
2953,train\happy\Training_82610812.jpg,3
4290,train\neutral\Training_78203803.jpg,4
7494,train\surprise\Training_87842607.jpg,6
2239,train\fear\Training_95098955.jpg,2
781,train\angry\Training_99489833.jpg,0
4840,train\neutral\Training_89018158.jpg,4
3343,train\happy\Training_87853443.jpg,3
5761,train\sad\Training_80026827.jpg,5
7733,train\surprise\Training_95600814.jpg,6
7261,train\surprise\Training_79622829.jpg,6
4063,train\happy\Training_97710835.jpg,3
5246,train\neutral\Training_97251307.jpg,4
7327,train\surprise\Training_81766047.jpg,6
5509,train\sad\Training_74803271.jpg,5
3926,train\happy\Training_95823906.jpg,3
7279,train\surprise\Training_80022808.jpg,6
1003,train\disgust\Training_27695321.jpg,1
925,train\disgust\Training_10598340.jpg,1
5255,train\neutral\Training_97415939.jpg,4
5862,train\sad\Training_81917958.jpg,5
1669,train\fear\Training_81525924.jpg,2
5365,train\neutral\Training_99581423.jpg,4
3865,train\happy\Training_94954886.jpg,3
1819,train\fear\Training_85059395.jpg,2
762,train\angry\Training_98956544.jpg,0
7536,train\surprise\Training_89107006.jpg,6
4068,train\happy\Training_97799262.jpg,3
953,train\disgust\Training_1527298.jpg,1
7693,train\surprise\Training_93997972.jpg,6
7620,train\surprise\Training_91584251.jpg,6
5608,train\sad\Training_76985291.jpg,5
3984,train\happy\Training_96518700.jpg,3
6262,train\sad\Training_90811799.jpg,5
6577,train\sad\Training_97591957.jpg,5
4008,train\happy\Training_96901459.jpg,3
7206,train\surprise\Training_77968645.jpg,6
5503,train\sad\Training_74663426.jpg,5
3616,train\happy\Training_91495008.jpg,3
244,train\angry\Training_86435856.jpg,0
5676,train\sad\Training_78306602.jpg,5
3260,train\happy\Training_86775842.jpg,3
3325,train\happy\Training_87661971.jpg,3
1244,train\disgust\Training_77733806.jpg,1
6661,train\sad\Training_99155596.jpg,5
6399,train\sad\Training_93851059.jpg,5
3362,train\happy\Training_88033093.jpg,3
4480,train\neutral\Training_82056002.jpg,4
512,train\angry\Training_93449014.jpg,0
6888,train\surprise\Training_68677403.jpg,6
5059,train\neutral\Training_93529804.jpg,4
1630,train\fear\Training_80621317.jpg,2
6054,train\sad\Training_86084736.jpg,5
6665,train\sad\Training_99338667.jpg,5
6041,train\sad\Training_85813750.jpg,5
3129,train\happy\Training_85134992.jpg,3
4799,train\neutral\Training_88309113.jpg,4
7871,train\surprise\Training_99794165.jpg,6
735,train\angry\Training_98362166.jpg,0
2346,train\fear\Training_97922976.jpg,2
5192,train\neutral\Training_96032798.jpg,4
6170,train\sad\Training_88572728.jpg,5
1253,train\disgust\Training_79594467.jpg,1
2792,train\happy\Training_80149017.jpg,3
4249,train\neutral\Training_77464852.jpg,4
2130,train\fear\Training_92733372.jpg,2
6575,train\sad\Training_97549565.jpg,5
727,train\angry\Training_98076033.jpg,0
2306,train\fear\Training_96702603.jpg,2
6366,train\sad\Training_93126386.jpg,5
376,train\angry\Training_90018042.jpg,0
7286,train\surprise\Training_80265802.jpg,6
3141,train\happy\Training_85323258.jpg,3
3276,train\happy\Training_86992907.jpg,3
5853,train\sad\Training_81684960.jpg,5
6631,train\sad\Training_98619576.jpg,5
4117,train\happy\Training_98573405.jpg,3
5242,train\neutral\Training_97184442.jpg,4
3401,train\happy\Training_88522514.jpg,3
547,train\angry\Training_94274064.jpg,0
5427,train\sad\Training_73180906.jpg,5
5395,train\sad\Training_72611574.jpg,5
3702,train\happy\Training_92714414.jpg,3
468,train\angry\Training_92347022.jpg,0
567,train\angry\Training_94645924.jpg,0
3437,train\happy\Training_88943438.jpg,3
4549,train\neutral\Training_83495352.jpg,4
5573,train\sad\Training_75989216.jpg,5
2030,train\fear\Training_90404688.jpg,2
5368,train\neutral\Training_99672252.jpg,4
6934,train\surprise\Training_69970218.jpg,6
2733,train\happy\Training_79453587.jpg,3
1886,train\fear\Training_86689248.jpg,2
3617,train\happy\Training_91511544.jpg,3
3066,train\happy\Training_84197631.jpg,3
3315,train\happy\Training_87509751.jpg,3
3462,train\happy\Training_89286937.jpg,3
3561,train\happy\Training_90865670.jpg,3
1449,train\fear\Training_76406003.jpg,2
871,train\disgust\PublicTest_15466645.jpg,1
3241,train\happy\Training_86527837.jpg,3
6105,train\sad\Training_87269993.jpg,5
5426,train\sad\Training_73180212.jpg,5
4789,train\neutral\Training_88013786.jpg,4
4804,train\neutral\Training_88355864.jpg,4
2845,train\happy\Training_80867662.jpg,3
3005,train\happy\Training_83349364.jpg,3
6338,train\sad\Training_92491901.jpg,5
3492,train\happy\Training_89815263.jpg,3
4086,train\happy\Training_98015432.jpg,3
3495,train\happy\Training_89883626.jpg,3
4990,train\neutral\Training_92137240.jpg,4
1043,train\disgust\Training_36831728.jpg,1
4748,train\neutral\Training_87170673.jpg,4
2985,train\happy\Training_83122685.jpg,3
2615,train\happy\Training_77783603.jpg,3
6350,train\sad\Training_92827166.jpg,5
